# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -5.545725 eV
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -14.45427534      0.20377693      0.19184781
    -14.45027494      0.20445393      0.19230056
    -14.44627454      0.20513954      0.19276491
    -14.44227414      0.20583345      0.19324068
    -14.43827374      0.20653534      0.19372770
    -14.43427334      0.20724479      0.19422578
    -14.43027294      0.20796137      0.19473473
    -14.42627254      0.20868454      0.19525439
    -14.42227214      0.20941369      0.19578459
    -14.41827174      0.21014811      0.19632516
    -14.41427134      0.21088702      0.19687598
    -14.41027094      0.21162951      0.19743692
    -14.40627054      0.21237454      0.19800787
    -14.40227014      0.21312097      0.19858876
    -14.39826974      0.21386754      0.19917950
    -14.39426934      0.21461283      0.19978003
    -14.39026894      0.21535532      0.20039031
    -14.38626854      0.21609334      0.20101028
    -14.38226814      0.21682507      0.20163988
    -14.37826774      0.21754860      0.20227904
    -14.37426734      0.21826185      0.20292769
    -14.37026694      0.21896266      0.20358571
    -14.36626654      0.21964873      0.20425295
    -14.36226614      0.22031768      0.20492920
    -14.35826574      0.22096702      0.20561422
    -14.35426534      0.22159419      0.20630767
    -14.35026494      0.22219658      0.20700916
    -14.34626454      0.22277152      0.20771819
    -14.34226414      0.22331632      0.20843416
    -14.33826374      0.22382828      0.20915638
    -14.33426334      0.22430471      0.20988402
    -14.33026294      0.22474295      0.21061615
    -14.32626254      0.22514038      0.21135169
    -14.32226214      0.22549447      0.21208942
    -14.31826174      0.22580277      0.21282800
    -14.31426134      0.22606294      0.21356594
    -14.31026094      0.22627278      0.21430159
    -14.30626054      0.22643024      0.21503318
    -14.30226014      0.22653343      0.21575880
    -14.29825974      0.22658066      0.21647640
    -14.29425934      0.22657041      0.21718380
    -14.29025894      0.22650140      0.21787870
    -14.28625854      0.22637256      0.21855872
    -14.28225814      0.22618306      0.21922134
    -14.27825774      0.22593232      0.21986401
    -14.27425734      0.22561998      0.22048407
    -14.27025694      0.22524594      0.22107883
    -14.26625654      0.22481036      0.22164557
    -14.26225614      0.22431363      0.22218157
    -14.25825574      0.22375639      0.22268408
    -14.25425534      0.22313952      0.22315042
    -14.25025494      0.22246411      0.22357793
    -14.24625454      0.22173149      0.22396403
    -14.24225414      0.22094318      0.22430622
    -14.23825374      0.22010090      0.22460213
    -14.23425334      0.21920653      0.22484950
    -14.23025294      0.21826212      0.22504622
    -14.22625254      0.21726987      0.22519034
    -14.22225214      0.21623208      0.22528012
    -14.21825174      0.21515117      0.22531396
    -14.21425134      0.21402963      0.22529053
    -14.21025094      0.21287002      0.22520868
    -14.20625054      0.21167496      0.22506748
    -14.20225014      0.21044705      0.22486627
    -14.19824974      0.20918895      0.22460460
    -14.19424934      0.20790327      0.22428227
    -14.19024894      0.20659262      0.22389932
    -14.18624854      0.20525955      0.22345603
    -14.18224814      0.20390655      0.22295293
    -14.17824774      0.20253605      0.22239074
    -14.17424734      0.20115039      0.22177045
    -14.17024694      0.19975184      0.22109321
    -14.16624654      0.19834255      0.22036041
    -14.16224614      0.19692458      0.21957361
    -14.15824574      0.19549986      0.21873453
    -14.15424534      0.19407025      0.21784505
    -14.15024494      0.19263745      0.21690720
    -14.14624454      0.19120308      0.21592311
    -14.14224414      0.18976866      0.21489503
    -14.13824374      0.18833556      0.21382527
    -14.13424334      0.18690509      0.21271623
    -14.13024294      0.18547844      0.21157034
    -14.12624254      0.18405673      0.21039007
    -14.12224214      0.18264097      0.20917789
    -14.11824174      0.18123211      0.20793629
    -14.11424134      0.17983103      0.20666771
    -14.11024094      0.17843854      0.20537457
    -14.10624054      0.17705541      0.20405926
    -14.10224014      0.17568234      0.20272408
    -14.09823974      0.17432003      0.20137130
    -14.09423934      0.17296909      0.20000309
    -14.09023894      0.17163016      0.19862154
    -14.08623854      0.17030381      0.19722867
    -14.08223814      0.16899061      0.19582638
    -14.07823774      0.16769113      0.19441651
    -14.07423734      0.16640589      0.19300078
    -14.07023694      0.16513544      0.19158084
    -14.06623654      0.16388027      0.19015821
    -14.06223614      0.16264090      0.18873437
    -14.05823574      0.16141780      0.18731067
    -14.05423534      0.16021145      0.18588842
    -14.05023494      0.15902230      0.18446882
    -14.04623454      0.15785077      0.18305301
    -14.04223414      0.15669726      0.18164209
    -14.03823374      0.15556212      0.18023706
    -14.03423334      0.15444567      0.17883890
    -14.03023294      0.15334821      0.17744853
    -14.02623254      0.15226994      0.17606684
    -14.02223214      0.15121105      0.17469466
    -14.01823174      0.15017165      0.17333281
    -14.01423134      0.14915178      0.17198208
    -14.01023094      0.14815144      0.17064323
    -14.00623054      0.14717052      0.16931699
    -14.00223014      0.14620888      0.16800409
    -13.99822974      0.14526626      0.16670521
    -13.99422934      0.14434235      0.16542103
    -13.99022894      0.14343677      0.16415221
    -13.98622854      0.14254906      0.16289936
    -13.98222814      0.14167868      0.16166310
    -13.97822774      0.14082503      0.16044398
    -13.97422734      0.13998745      0.15924254
    -13.97022694      0.13916524      0.15805927
    -13.96622654      0.13835761      0.15689462
    -13.96222614      0.13756376      0.15574900
    -13.95822574      0.13678285      0.15462275
    -13.95422534      0.13601402      0.15351615
    -13.95022494      0.13525638      0.15242944
    -13.94622454      0.13450905      0.15136277
    -13.94222414      0.13377115      0.15031621
    -13.93822374      0.13304181      0.14928979
    -13.93422334      0.13232020      0.14828343
    -13.93022294      0.13160552      0.14729697
    -13.92622254      0.13089699      0.14633021
    -13.92222214      0.13019393      0.14538281
    -13.91822174      0.12949568      0.14445440
    -13.91422134      0.12880167      0.14354451
    -13.91022094      0.12811139      0.14265259
    -13.90622054      0.12742441      0.14177805
    -13.90222014      0.12674041      0.14092020
    -13.89821974      0.12605912      0.14007832
    -13.89421934      0.12538036      0.13925162
    -13.89021894      0.12470406      0.13843928
    -13.88621854      0.12403020      0.13764044
    -13.88221814      0.12335886      0.13685423
    -13.87821774      0.12269019      0.13607973
    -13.87421734      0.12202442      0.13531607
    -13.87021693      0.12136182      0.13456232
    -13.86621653      0.12070273      0.13381763
    -13.86221613      0.12004753      0.13308113
    -13.85821573      0.11939664      0.13235201
    -13.85421533      0.11875050      0.13162950
    -13.85021493      0.11810957      0.13091287
    -13.84621453      0.11747432      0.13020148
    -13.84221413      0.11684519      0.12949473
    -13.83821373      0.11622262      0.12879211
    -13.83421333      0.11560704      0.12809318
    -13.83021293      0.11499880      0.12739760
    -13.82621253      0.11439823      0.12670509
    -13.82221213      0.11380561      0.12601548
    -13.81821173      0.11322114      0.12532866
    -13.81421133      0.11264497      0.12464463
    -13.81021093      0.11207716      0.12396345
    -13.80621053      0.11151771      0.12328525
    -13.80221013      0.11096654      0.12261026
    -13.79820973      0.11042349      0.12193874
    -13.79420933      0.10988831      0.12127101
    -13.79020893      0.10936070      0.12060745
    -13.78620853      0.10884029      0.11994847
    -13.78220813      0.10832662      0.11929450
    -13.77820773      0.10781920      0.11864598
    -13.77420733      0.10731748      0.11800337
    -13.77020693      0.10682087      0.11736711
    -13.76620653      0.10632874      0.11673763
    -13.76220613      0.10584047      0.11611534
    -13.75820573      0.10535541      0.11550058
    -13.75420533      0.10487289      0.11489369
    -13.75020493      0.10439230      0.11429491
    -13.74620453      0.10391302      0.11370447
    -13.74220413      0.10343447      0.11312248
    -13.73820373      0.10295613      0.11254901
    -13.73420333      0.10247750      0.11198405
    -13.73020293      0.10199818      0.11142752
    -13.72620253      0.10151780      0.11087924
    -13.72220213      0.10103610      0.11033897
    -13.71820173      0.10055288      0.10980641
    -13.71420133      0.10006800      0.10928116
    -13.71020093      0.09958145      0.10876279
    -13.70620053      0.09909326      0.10825078
    -13.70220013      0.09860356      0.10774460
    -13.69819973      0.09811254      0.10724363
    -13.69419933      0.09762050      0.10674727
    -13.69019893      0.09712775      0.10625486
    -13.68619853      0.09663471      0.10576577
    -13.68219813      0.09614182      0.10527932
    -13.67819773      0.09564958      0.10479490
    -13.67419733      0.09515850      0.10431187
    -13.67019693      0.09466913      0.10382967
    -13.66619653      0.09418202      0.10334774
    -13.66219613      0.09369771      0.10286561
    -13.65819573      0.09321675      0.10238284
