# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -5.545725 eV
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -14.45427528      0.20655054      0.19084197
    -14.45027488      0.20729393      0.19153975
    -14.44627448      0.20802043      0.19225686
    -14.44227408      0.20872915      0.19299094
    -14.43827368      0.20941940      0.19373959
    -14.43427328      0.21009063      0.19450034
    -14.43027288      0.21074250      0.19527074
    -14.42627248      0.21137482      0.19604829
    -14.42227208      0.21198757      0.19683056
    -14.41827168      0.21258088      0.19761513
    -14.41427128      0.21315499      0.19839967
    -14.41027088      0.21371031      0.19918192
    -14.40627048      0.21424731      0.19995975
    -14.40227008      0.21476659      0.20073113
    -14.39826968      0.21526880      0.20149416
    -14.39426928      0.21575466      0.20224713
    -14.39026888      0.21622490      0.20298845
    -14.38626848      0.21668028      0.20371673
    -14.38226807      0.21712158      0.20443076
    -14.37826767      0.21754952      0.20512950
    -14.37426727      0.21796479      0.20581213
    -14.37026687      0.21836803      0.20647799
    -14.36626647      0.21875978      0.20712663
    -14.36226607      0.21914050      0.20775777
    -14.35826567      0.21951052      0.20837133
    -14.35426527      0.21987005      0.20896738
    -14.35026487      0.22021916      0.20954616
    -14.34626447      0.22055778      0.21010807
    -14.34226407      0.22088565      0.21065363
    -14.33826367      0.22120235      0.21118349
    -14.33426327      0.22150730      0.21169839
    -14.33026287      0.22179971      0.21219917
    -14.32626247      0.22207865      0.21268673
    -14.32226207      0.22234296      0.21316199
    -14.31826167      0.22259133      0.21362593
    -14.31426127      0.22282228      0.21407951
    -14.31026087      0.22303416      0.21452368
    -14.30626047      0.22322516      0.21495933
    -14.30226007      0.22339332      0.21538733
    -14.29825967      0.22353656      0.21580841
    -14.29425927      0.22365268      0.21622324
    -14.29025887      0.22373936      0.21663237
    -14.28625847      0.22379424      0.21703618
    -14.28225807      0.22381486      0.21743493
    -14.27825767      0.22379873      0.21782869
    -14.27425727      0.22374335      0.21821736
    -14.27025687      0.22364621      0.21860066
    -14.26625647      0.22350484      0.21897810
    -14.26225607      0.22331680      0.21934898
    -14.25825567      0.22307975      0.21971240
    -14.25425527      0.22279142      0.22006726
    -14.25025487      0.22244968      0.22041224
    -14.24625447      0.22205253      0.22074582
    -14.24225407      0.22159814      0.22106628
    -14.23825367      0.22108486      0.22137172
    -14.23425327      0.22051127      0.22166005
    -14.23025287      0.21987614      0.22192903
    -14.22625247      0.21917851      0.22217624
    -14.22225207      0.21841764      0.22239916
    -14.21825167      0.21759311      0.22259513
    -14.21425127      0.21670474      0.22276141
    -14.21025087      0.21575266      0.22289517
    -14.20625047      0.21473729      0.22299356
    -14.20225007      0.21365936      0.22305367
    -14.19824967      0.21251990      0.22307262
    -14.19424927      0.21132025      0.22304754
    -14.19024887      0.21006206      0.22297560
    -14.18624847      0.20874725      0.22285408
    -14.18224807      0.20737808      0.22268034
    -14.17824767      0.20595705      0.22245187
    -14.17424727      0.20448694      0.22216633
    -14.17024687      0.20297082      0.22182153
    -14.16624647      0.20141196      0.22141552
    -14.16224607      0.19981387      0.22094654
    -14.15824567      0.19818027      0.22041308
    -14.15424527      0.19651506      0.21981392
    -14.15024487      0.19482230      0.21914808
    -14.14624447      0.19310619      0.21841490
    -14.14224407      0.19137102      0.21761402
    -14.13824367      0.18962120      0.21674538
    -14.13424327      0.18786117      0.21580928
    -14.13024287      0.18609540      0.21480630
    -14.12624247      0.18432839      0.21373740
    -14.12224207      0.18256457      0.21260383
    -14.11824167      0.18080835      0.21140720
    -14.11424127      0.17906404      0.21014944
    -14.11024087      0.17733585      0.20883278
    -14.10624047      0.17562783      0.20745976
    -14.10224007      0.17394390      0.20603322
    -14.09823967      0.17228777      0.20455628
    -14.09423927      0.17066294      0.20303231
    -14.09023887      0.16907268      0.20146494
