# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -20.00000000      0.01447600      0.01447622
    -19.99599960      0.04386861      0.04386918
    -19.99199920      0.11328128      0.11328252
    -19.98799880      0.24926508      0.24926730
    -19.98399840      0.46737310      0.46737633
    -19.97999800      0.74673240      0.74673605
    -19.97599760      1.01663549      1.01663842
    -19.97199720      1.17940928      1.17941029
    -19.96799680      1.16590404      1.16590270
    -19.96399640      0.98210987      0.98210676
    -19.95999600      0.70494681      0.70494316
    -19.95599560      0.43117324      0.43117013
    -19.95199520      0.22472382      0.22472175
    -19.94799480      0.09981436      0.09981324
    -19.94399440      0.03784638      0.03784588
    -19.93999400      0.01259504      0.01259487
    -19.93599360      0.00524114      0.00524113
    -19.93199320      0.00813996      0.00814010
    -19.92799280      0.02449714      0.02449759
    -19.92399240      0.06865534      0.06865644
    -19.91999200      0.16488710      0.16488929
    -19.91599160      0.33755653      0.33756012
    -19.91199120      0.58886304      0.58886773
    -19.90799080      0.87534974      0.87535437
    -19.90399040      1.10878650      1.10878940
    -19.89999000      1.19677702      1.19677694
    -19.89598960      1.10072172      1.10071870
    -19.89198920      0.86266229      0.86265762
    -19.88798880      0.57610690      0.57610224
    -19.88398840      0.32784180      0.32783827
    -19.87998800      0.15897343      0.15897130
    -19.87598760      0.06568766      0.06568660
    -19.87198720      0.02312821      0.02312778
    -19.86798680      0.00693908      0.00693893
    -19.86398640      0.00177442      0.00177438
    -19.85998600      0.00038984      0.00038983
    -19.85598560      0.00009529      0.00009529
    -19.85198520      0.00015133      0.00015133
    -19.84798480      0.00071046      0.00071048
    -19.84398440      0.00305962      0.00305969
    -19.83998400      0.01125077      0.01125099
    -19.83598360      0.03525489      0.03525549
    -19.83198320      0.09413616      0.09413751
    -19.82798280      0.21418714      0.21418968
    -19.82398240      0.41527170      0.41527555
    -19.81998200      0.68609009      0.68609471
    -19.81598160      0.96598049      0.96598453
    -19.81198120      1.15930341      1.15930530
    -19.80798080      1.18697096      1.18696990
    -19.80398040      1.04001050      1.04000700
    -19.79998000      0.78837849      0.78837407
    -19.79597960      0.53630621      0.53630242
    -19.79197920      0.36254515      0.36254279
    -19.78797880      0.28867019      0.28866922
    -19.78397840      0.28598652      0.28598635
    -19.77997800      0.30415586      0.30415585
    -19.77597760      0.30111923      0.30111899
    -19.77197720      0.26102583      0.26102530
    -19.76797680      0.19430883      0.19430816
    -19.76397640      0.12352038      0.12351978
    -19.75997600      0.06694892      0.06694849
    -19.75597560      0.03092569      0.03092545
    -19.75197520      0.01217346      0.01217335
    -19.74797480      0.00408332      0.00408327
    -19.74397440      0.00116711      0.00116710
    -19.73997400      0.00028426      0.00028425
    -19.73597360      0.00005899      0.00005899
    -19.73197320      0.00001043      0.00001043
    -19.72797280      0.00000157      0.00000157
    -19.72397240      0.00000020      0.00000020
    -19.71997200      0.00000005      0.00000005
    -19.71597160      0.00000031      0.00000031
    -19.71197120      0.00000255      0.00000255
    -19.70797080      0.00001821      0.00001821
    -19.70397040      0.00011061      0.00011061
    -19.69997000      0.00057264      0.00057265
    -19.69596960      0.00252625      0.00252630
    -19.69196920      0.00949659      0.00949675
    -19.68796880      0.03041996      0.03042040
    -19.68396840      0.08303255      0.08303358
    -19.67996800      0.19312450      0.19312650
    -19.67596760      0.38275985      0.38276297
    -19.67196720      0.64642547      0.64642935
    -19.66796680      0.93030771      0.93031128
