# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -5.545725 eV
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -14.45427505      0.04812246      0.12524243
    -14.45027465      0.04648882      0.11867771
    -14.44627425      0.04509838      0.11234342
    -14.44227385      0.04394391      0.10625020
    -14.43827345      0.04301774      0.10040723
    -14.43427305      0.04231185      0.09482229
    -14.43027265      0.04181783      0.08950176
    -14.42627225      0.04152700      0.08445072
    -14.42227185      0.04143040      0.07967298
    -14.41827145      0.04151882      0.07517114
    -14.41427105      0.04178280      0.07094666
    -14.41027065      0.04221272      0.06699994
    -14.40627025      0.04279874      0.06333037
    -14.40226985      0.04353088      0.05993640
    -14.39826945      0.04439901      0.05681561
    -14.39426905      0.04539287      0.05396480
    -14.39026865      0.04650207      0.05138002
    -14.38626825      0.04771614      0.04905668
    -14.38226785      0.04902453      0.04698955
    -14.37826745      0.05041661      0.04517287
    -14.37426705      0.05188172      0.04360038
    -14.37026665      0.05340916      0.04226539
    -14.36626625      0.05498823      0.04116078
    -14.36226585      0.05660823      0.04027910
    -14.35826545      0.05825853      0.03961258
    -14.35426505      0.05992854      0.03915314
    -14.35026465      0.06160777      0.03889246
    -14.34626425      0.06328586      0.03882199
    -14.34226385      0.06495262      0.03893297
    -14.33826345      0.06659801      0.03921646
    -14.33426305      0.06821224      0.03966333
    -14.33026265      0.06978579      0.04026431
    -14.32626225      0.07130943      0.04100998
    -14.32226185      0.07277424      0.04189078
    -14.31826145      0.07417170      0.04289705
    -14.31426105      0.07549370      0.04401901
    -14.31026065      0.07673255      0.04524677
    -14.30626025      0.07788109      0.04657036
    -14.30225985      0.07893262      0.04797973
    -14.29825945      0.07988103      0.04946477
    -14.29425905      0.08072078      0.05101529
    -14.29025865      0.08144693      0.05262112
    -14.28625825      0.08205519      0.05427201
    -14.28225785      0.08254190      0.05595777
    -14.27825745      0.08290409      0.05766818
    -14.27425705      0.08313947      0.05939311
    -14.27025665      0.08324645      0.06112248
    -14.26625625      0.08322413      0.06284634
    -14.26225585      0.08307234      0.06455484
    -14.25825545      0.08279158      0.06623834
    -14.25425505      0.08238305      0.06788736
    -14.25025465      0.08184866      0.06949270
    -14.24625425      0.08119094      0.07104540
    -14.24225385      0.08041310      0.07253683
    -14.23825345      0.07951895      0.07395871
    -14.23425305      0.07851292      0.07530315
    -14.23025265      0.07739998      0.07656270
    -14.22625225      0.07618564      0.07773034
    -14.22225185      0.07487591      0.07879959
    -14.21825145      0.07347726      0.07976447
    -14.21425105      0.07199657      0.08061958
    -14.21025065      0.07044109      0.08136012
    -14.20625025      0.06881845      0.08198190
    -14.20224985      0.06713652      0.08248137
    -14.19824945      0.06540349      0.08285564
    -14.19424905      0.06362770      0.08310252
    -14.19024865      0.06181773      0.08322048
    -14.18624825      0.05998227      0.08320870
    -14.18224785      0.05813013      0.08306704
    -14.17824745      0.05627020      0.08279609
    -14.17424705      0.05441140      0.08239709
    -14.17024665      0.05256269      0.08187199
    -14.16624625      0.05073303      0.08122338
    -14.16224585      0.04893135      0.08045452
    -14.15824545      0.04716657      0.07956928
    -14.15424505      0.04544753      0.07857213
    -14.15024465      0.04378304      0.07746810
    -14.14624425      0.04218184      0.07626277
    -14.14224385      0.04065263      0.07496222
    -14.13824345      0.03920403      0.07357299
    -14.13424305      0.03784462      0.07210205
    -14.13024265      0.03658294      0.07055676
    -14.12624225      0.03542749      0.06894483
    -14.12224185      0.03438675      0.06727428
    -14.11824145      0.03346922      0.06555339
    -14.11424105      0.03268337      0.06379070
    -14.11024064      0.03203771      0.06199491
    -14.10624024      0.03154081      0.06017490
    -14.10223984      0.03120128      0.05833969
    -14.09823944      0.03102778      0.05649836
    -14.09423904      0.03102909      0.05466009
    -14.09023864      0.03121406      0.05283409
    -14.08623824      0.03159163      0.05102959
    -14.08223784      0.03217085      0.04925583
    -14.07823744      0.03296087      0.04752203
    -14.07423704      0.03397092      0.04583741
    -14.07023664      0.03521032      0.04421114
    -14.06623624      0.03668845      0.04265235
    -14.06223584      0.03841473      0.04117017
    -14.05823544      0.04039857      0.03977365
    -14.05423504      0.04264939      0.03847186
    -14.05023464      0.04517649      0.03727381
    -14.04623424      0.04798908      0.03618854
    -14.04223384      0.05109618      0.03522506
    -14.03823344      0.05450655      0.03439242
    -14.03423304      0.05822865      0.03369967
    -14.03023264      0.06227052      0.03315591
    -14.02623224      0.06663973      0.03277032
    -14.02223184      0.07134328      0.03255210
    -14.01823144      0.07638748      0.03251057
    -14.01423104      0.08177787      0.03265509
    -14.01023064      0.08751914      0.03299513
    -14.00623024      0.09361496      0.03354025
    -14.00222984      0.10006794      0.03430009
    -13.99822944      0.10687947      0.03528436
    -13.99422904      0.11404962      0.03650283
    -13.99022864      0.12157707      0.03796534
    -13.98622824      0.12945894      0.03968171
    -13.98222784      0.13769076      0.04166177
    -13.97822744      0.14626633      0.04391529
    -13.97422704      0.15517764      0.04645194
    -13.97022664      0.16441481      0.04928125
    -13.96622624      0.17396599      0.05241251
    -13.96222584      0.18381736      0.05585476
    -13.95822544      0.19395302      0.05961665
    -13.95422504      0.20435498      0.06370642
    -13.95022464      0.21500319      0.06813177
    -13.94622424      0.22587547      0.07289979
    -13.94222384      0.23694760      0.07801684
    -13.93822344      0.24819329      0.08348846
    -13.93422304      0.25958427      0.08931927
    -13.93022264      0.27109037      0.09551283
    -13.92622224      0.28267960      0.10207157
    -13.92222184      0.29431825      0.10899663
    -13.91822144      0.30597105      0.11628779
    -13.91422104      0.31760128      0.12394335
    -13.91022064      0.32917098      0.13195999
    -13.90622024      0.34064110      0.14033274
    -13.90221984      0.35197172      0.14905480
    -13.89821944      0.36312224      0.15811751
    -13.89421904      0.37405164      0.16751026
    -13.89021864      0.38471868      0.17722043
    -13.88621824      0.39508220      0.18723330
    -13.88221784      0.40510131      0.19753205
    -13.87821744      0.41473570      0.20809771
    -13.87421704      0.42394589      0.21890916
    -13.87021664      0.43269347      0.22994313
    -13.86621624      0.44094141      0.24117422
    -13.86221584      0.44865428      0.25257496
    -13.85821544      0.45579848      0.26411585
    -13.85421504      0.46234255      0.27576547
    -13.85021464      0.46825733      0.28749055
    -13.84621424      0.47351620      0.29925611
    -13.84221384      0.47809530      0.31102560
    -13.83821344      0.48197367      0.32276105
    -13.83421304      0.48513341      0.33442326
    -13.83021264      0.48755987      0.34597199
    -13.82621224      0.48924169      0.35736616
    -13.82221184      0.49017092      0.36856410
    -13.81821144      0.49034312      0.37952377
    -13.81421104      0.48975731      0.39020301
    -13.81021064      0.48841605      0.40055982
    -13.80621024      0.48632540      0.41055258
    -13.80220984      0.48349485      0.42014039
    -13.79820944      0.47993729      0.42928325
    -13.79420904      0.47566887      0.43794244
    -13.79020864      0.47070892      0.44608067
    -13.78620824      0.46507976      0.45366245
    -13.78220784      0.45880657      0.46065428
    -13.77820744      0.45191717      0.46702492
    -13.77420704      0.44444185      0.47274558
    -13.77020664      0.43641312      0.47779021
    -13.76620624      0.42786549      0.48213561
    -13.76220584      0.41883519      0.48576167
    -13.75820544      0.40935998      0.48865149
    -13.75420504      0.39947883      0.49079152
    -13.75020464      0.38923167      0.49217166
    -13.74620424      0.37865913      0.49278534
    -13.74220384      0.36780229      0.49262959
    -13.73820344      0.35670237      0.49170502
    -13.73420304      0.34540051      0.49001586
    -13.73020264      0.33393755      0.48756989
    -13.72620224      0.32235370      0.48437843
    -13.72220184      0.31068840      0.48045619
    -13.71820144      0.29898009      0.47582119
    -13.71420104      0.28726599      0.47049464
    -13.71020064      0.27558191      0.46450073
    -13.70620024      0.26396213      0.45786650
    -13.70219984      0.25243922      0.45062158
    -13.69819944      0.24104394      0.44279803
    -13.69419904      0.22980509      0.43443006
    -13.69019864      0.21874948      0.42555378
    -13.68619824      0.20790181      0.41620699
    -13.68219784      0.19728464      0.40642884
    -13.67819744      0.18691838      0.39625963
    -13.67419704      0.17682123      0.38574049
    -13.67019664      0.16700925      0.37491310
    -13.66619624      0.15749630      0.36381946
    -13.66219584      0.14829414      0.35250158
    -13.65819544      0.13941248      0.34100126
    -13.65419504      0.13085898      0.32935981
    -13.65019464      0.12263939      0.31761780
    -13.64619424      0.11475761      0.30581489
    -13.64219384      0.10721579      0.29398957
    -13.63819344      0.10001440      0.28217899
    -13.63419304      0.09315239      0.27041877
    -13.63019264      0.08662726      0.25874285
    -13.62619224      0.08043521      0.24718337
    -13.62219184      0.07457120      0.23577052
    -13.61819144      0.06902914      0.22453247
    -13.61419104      0.06380197      0.21349526
    -13.61019064      0.05888178      0.20268278
    -13.60619024      0.05425991      0.19211671
    -13.60218984      0.04992712      0.18181649
    -13.59818944      0.04587362      0.17179935
    -13.59418904      0.04208924      0.16208030
    -13.59018864      0.03856350      0.15267216
    -13.58618824      0.03528571      0.14358563
    -13.58218784      0.03224505      0.13482932
    -13.57818744      0.02943066      0.12640987
    -13.57418704      0.02683173      0.11833196
    -13.57018664      0.02443755      0.11059849
    -13.56618624      0.02223757      0.10321060
    -13.56218584      0.02022150      0.09616785
    -13.55818544      0.01837929      0.08946829
    -13.55418504      0.01670123      0.08310858
    -13.55018464      0.01517799      0.07708414
    -13.54618424      0.01380062      0.07138923
    -13.54218384      0.01256058      0.06601713
    -13.53818344      0.01144980      0.06096019
    -13.53418304      0.01046066      0.05621001
    -13.53018264      0.00958602      0.05175754
    -13.52618224      0.00881922      0.04759318
    -13.52218184      0.00815408      0.04370689
    -13.51818144      0.00758493      0.04008832
    -13.51418104      0.00710656      0.03672688
    -13.51018064      0.00671424      0.03361185
    -13.50618024      0.00640373      0.03073246
    -13.50217984      0.00617121      0.02807796
    -13.49817944      0.00601334      0.02563773
    -13.49417904      0.00592716      0.02340131
    -13.49017864      0.00591016      0.02135846
    -13.48617824      0.00596017      0.01949925
    -13.48217784      0.00607542      0.01781406
    -13.47817744      0.00625445      0.01629366
    -13.47417704      0.00649613      0.01492921
    -13.47017664      0.00679960      0.01371232
    -13.46617624      0.00716427      0.01263505
    -13.46217584      0.00758978      0.01168993
    -13.45817544      0.00807596      0.01086997
    -13.45417504      0.00862283      0.01016868
    -13.45017464      0.00923053      0.00958006
    -13.44617424      0.00989931      0.00909860
    -13.44217384      0.01062953      0.00871925
    -13.43817344      0.01142154      0.00843747
    -13.43417304      0.01227576      0.00824914
    -13.43017264      0.01319255      0.00815059
    -13.42617224      0.01417225      0.00813859
    -13.42217184      0.01521511      0.00821028
    -13.41817144      0.01632126      0.00836319
    -13.41417104      0.01749069      0.00859518
    -13.41017064      0.01872324      0.00890444
    -13.40617024      0.02001852      0.00928942
    -13.40216984      0.02137595      0.00974887
    -13.39816944      0.02279466      0.01028170
    -13.39416904      0.02427353      0.01088705
    -13.39016864      0.02581114      0.01156420
    -13.38616824      0.02740575      0.01231253
    -13.38216784      0.02905529      0.01313152
    -13.37816744      0.03075734      0.01402068
    -13.37416704      0.03250911      0.01497954
    -13.37016664      0.03430747      0.01600759
    -13.36616624      0.03614888      0.01710427
    -13.36216584      0.03802945      0.01826891
    -13.35816544      0.03994491      0.01950073
    -13.35416504      0.04189062      0.02079877
    -13.35016464      0.04386157      0.02216189
    -13.34616424      0.04585242      0.02358873
    -13.34216384      0.04785749      0.02507770
    -13.33816344      0.04987078      0.02662690
    -13.33416304      0.05188602      0.02823418
    -13.33016264      0.05389667      0.02989706
    -13.32616224      0.05589597      0.03161273
    -13.32216184      0.05787695      0.03337806
    -13.31816144      0.05983249      0.03518955
    -13.31416104      0.06175537      0.03704337
    -13.31016064      0.06363827      0.03893529
    -13.30616024      0.06547386      0.04086077
    -13.30215984      0.06725482      0.04281490
    -13.29815944      0.06897390      0.04479241
    -13.29415904      0.07062395      0.04678774
    -13.29015864      0.07219799      0.04879498
    -13.28615824      0.07368927      0.05080795
    -13.28215784      0.07509129      0.05282020
    -13.27815744      0.07639784      0.05482503
    -13.27415704      0.07760309      0.05681555
    -13.27015664      0.07870160      0.05878468
    -13.26615624      0.07968840      0.06072522
    -13.26215584      0.08055895      0.06262987
    -13.25815544      0.08130928      0.06449128
    -13.25415504      0.08193595      0.06630210
    -13.25015464      0.08243609      0.06805502
    -13.24615424      0.08280745      0.06974280
    -13.24215384      0.08304842      0.07135838
    -13.23815344      0.08315800      0.07289484
    -13.23415304      0.08313587      0.07434554
    -13.23015264      0.08298235      0.07570409
    -13.22615224      0.08269844      0.07696445
    -13.22215184      0.08228578      0.07812095
    -13.21815144      0.08174665      0.07916836
    -13.21415104      0.08108401      0.08010188
    -13.21015064      0.08030138      0.08091723
    -13.20615024      0.07940292      0.08161066
    -13.20214984      0.07839335      0.08217898
    -13.19814944      0.07727792      0.08261961
    -13.19414904      0.07606239      0.08293057
    -13.19014864      0.07475301      0.08311051
    -13.18614824      0.07335646      0.08315873
    -13.18214784      0.07187981      0.08307519
    -13.17814744      0.07033050      0.08286051
    -13.17414704      0.06871625      0.08251597
    -13.17014664      0.06704508      0.08204348
    -13.16614624      0.06532524      0.08144561
    -13.16214584      0.06356515      0.08072556
    -13.15814544      0.06177336      0.07988713
    -13.15414504      0.05995854      0.07893469
    -13.15014464      0.05812942      0.07787319
    -13.14614424      0.05629473      0.07670809
    -13.14214384      0.05446321      0.07544534
    -13.13814344      0.05264354      0.07409134
    -13.13414304      0.05084432      0.07265291
    -13.13014264      0.04907403      0.07113726
    -13.12614224      0.04734104      0.06955190
    -13.12214184      0.04565352      0.06790465
    -13.11814144      0.04401950      0.06620358
    -13.11414104      0.04244679      0.06445695
    -13.11014063      0.04094296      0.06267318
    -13.10614023      0.03951540      0.06086081
    -13.10213983      0.03817121      0.05902847
    -13.09813943      0.03691726      0.05718482
    -13.09413903      0.03576016      0.05533850
    -13.09013863      0.03470624      0.05349815
    -13.08613823      0.03376157      0.05167233
    -13.08213783      0.03293193      0.04986948
    -13.07813743      0.03222282      0.04809795
    -13.07413703      0.03163944      0.04636592
    -13.07013663      0.03118673      0.04468140
    -13.06613623      0.03086930      0.04305222
    -13.06213583      0.03069146      0.04148597
    -13.05813543      0.03065723      0.03999005
    -13.05413503      0.03077029      0.03857162
    -13.05013463      0.03103400      0.03723757
    -13.04613423      0.03145137      0.03599457
    -13.04213383      0.03202507      0.03484901
    -13.03813343      0.03275740      0.03380701
    -13.03413303      0.03365027      0.03287444
    -13.03013263      0.03470520      0.03205688
    -13.02613223      0.03592327      0.03135966
    -13.02213183      0.03730514      0.03078779
    -13.01813143      0.03885100      0.03034603
    -13.01413103      0.04056053      0.03003885
    -13.01013063      0.04243293      0.02987042
    -13.00613023      0.04446686      0.02984462
    -13.00212983      0.04666041      0.02996501
    -12.99812943      0.04901110      0.03023487
    -12.99412903      0.05151586      0.03065711
    -12.99012863      0.05417099      0.03123434
    -12.98612823      0.05697214      0.03196881
    -12.98212783      0.05991434      0.03286239
    -12.97812743      0.06299193      0.03391658
    -12.97412703      0.06619861      0.03513247
    -12.97012663      0.06952738      0.03651071
    -12.96612623      0.07297060      0.03805153
    -12.96212583      0.07651996      0.03975465
    -12.95812543      0.08016651      0.04161931
    -12.95412503      0.08390068      0.04364425
    -12.95012463      0.08771231      0.04582762
    -12.94612423      0.09159066      0.04816704
    -12.94212383      0.09552452      0.05065950
    -12.93812343      0.09950216      0.05330140
    -12.93412303      0.10351148      0.05608851
    -12.93012263      0.10754003      0.05901592
    -12.92612223      0.11157506      0.06207809
    -12.92212183      0.11560366      0.06526879
    -12.91812143      0.11961279      0.06858111
    -12.91412103      0.12358939      0.07200746
    -12.91012063      0.12752049      0.07553961
    -12.90612023      0.13139327      0.07916864
    -12.90211983      0.13519521      0.08288498
    -12.89811943      0.13891418      0.08667849
    -12.89411903      0.14253854      0.09053839
    -12.89011863      0.14605725      0.09445339
    -12.88611823      0.14946002      0.09841168
    -12.88211783      0.15273735      0.10240103
    -12.87811743      0.15588071      0.10640881
    -12.87411703      0.15888258      0.11042205
    -12.87011663      0.16173660      0.11442759
    -12.86611623      0.16443764      0.11841206
    -12.86211583      0.16698188      0.12236205
    -12.85811543      0.16936691      0.12626416
    -12.85411503      0.17159179      0.13010511
    -12.85011463      0.17365708      0.13387185
    -12.84611423      0.17556494      0.13755166
    -12.84211383      0.17731913      0.14113225
    -12.83811343      0.17892503      0.14460188
    -12.83411303      0.18038968      0.14794948
    -12.83011263      0.18172172      0.15116476
    -12.82611223      0.18293144      0.15423828
    -12.82211183      0.18403068      0.15716161
    -12.81811143      0.18503280      0.15992742
    -12.81411103      0.18595263      0.16252955
    -12.81011063      0.18680637      0.16496313
    -12.80611023      0.18761150      0.16722465
    -12.80210983      0.18838666      0.16931205
    -12.79810943      0.18915151      0.17122475
    -12.79410903      0.18992664      0.17296378
    -12.79010863      0.19073335      0.17453175
    -12.78610823      0.19159356      0.17593290
    -12.78210783      0.19252955      0.17717317
    -12.77810743      0.19356385      0.17826012
    -12.77410703      0.19471901      0.17920302
    -12.77010663      0.19601741      0.18001273
    -12.76610623      0.19748104      0.18070175
    -12.76210583      0.19913133      0.18128411
    -12.75810543      0.20098891      0.18177533
    -12.75410503      0.20307342      0.18219231
    -12.75010463      0.20540326      0.18255328
    -12.74610423      0.20799548      0.18287766
    -12.74210383      0.21086548      0.18318592
    -12.73810343      0.21402689      0.18349948
    -12.73410303      0.21749136      0.18384054
    -12.73010263      0.22126842      0.18423192
    -12.72610223      0.22536531      0.18469689
    -12.72210183      0.22978681      0.18525899
    -12.71810143      0.23453520      0.18594185
    -12.71410103      0.23961006      0.18676897
    -12.71010063      0.24500827      0.18776356
    -12.70610023      0.25072389      0.18894831
    -12.70209983      0.25674815      0.19034518
    -12.69809943      0.26306940      0.19197520
    -12.69409903      0.26967316      0.19385830
    -12.69009863      0.27654212      0.19601306
    -12.68609823      0.28365618      0.19845652
    -12.68209783      0.29099258      0.20120402
    -12.67809743      0.29852594      0.20426902
    -12.67409703      0.30622842      0.20766287
    -12.67009663      0.31406987      0.21139474
    -12.66609623      0.32201800      0.21547140
    -12.66209583      0.33003856      0.21989713
    -12.65809543      0.33809556      0.22467358
    -12.65409503      0.34615150      0.22979970
    -12.65009463      0.35416764      0.23527166
    -12.64609423      0.36210421      0.24108276
    -12.64209383      0.36992074      0.24722346
    -12.63809343      0.37757632      0.25368130
    -12.63409303      0.38502986      0.26044094
    -12.63009263      0.39224047      0.26748421
    -12.62609223      0.39916768      0.27479014
    -12.62209183      0.40577176      0.28233505
    -12.61809143      0.41201405      0.29009267
    -12.61409103      0.41785720      0.29803424
    -12.61009063      0.42326550      0.30612870
    -12.60609023      0.42820510      0.31434280
    -12.60208983      0.43264431      0.32264137
    -12.59808943      0.43655381      0.33098749
    -12.59408903      0.43990691      0.33934271
    -12.59008863      0.44267968      0.34766733
    -12.58608823      0.44485119      0.35592064
    -12.58208783      0.44640367      0.36406119
    -12.57808743      0.44732257      0.37204711
    -12.57408703      0.44759672      0.37983636
    -12.57008663      0.44721839      0.38738705
    -12.56608623      0.44618331      0.39465774
    -12.56208583      0.44449072      0.40160771
    -12.55808543      0.44214332      0.40819730
    -12.55408503      0.43914728      0.41438820
    -12.55008463      0.43551212      0.42014369
    -12.54608423      0.43125062      0.42542894
    -12.54208383      0.42637874      0.43021129
    -12.53808343      0.42091542      0.43446044
    -12.53408303      0.41488247      0.43814873
    -12.53008263      0.40830433      0.44125130
    -12.52608223      0.40120788      0.44374632
    -12.52208183      0.39362225      0.44561508
    -12.51808143      0.38557853      0.44684219
    -12.51408103      0.37710957      0.44741565
    -12.51008063      0.36824970      0.44732692
    -12.50608023      0.35903448      0.44657099
    -12.50207983      0.34950042      0.44514639
    -12.49807943      0.33968473      0.44305519
    -12.49407903      0.32962507      0.44030294
    -12.49007863      0.31935927      0.43689863
    -12.48607823      0.30892507      0.43285460
    -12.48207783      0.29835990      0.42818637
    -12.47807743      0.28770065      0.42291259
    -12.47407703      0.27698342      0.41705477
    -12.47007663      0.26624336      0.41063718
    -12.46607623      0.25551443      0.40368660
    -12.46207583      0.24482925      0.39623209
    -12.45807543      0.23421899      0.38830479
    -12.45407503      0.22371313      0.37993765
    -12.45007463      0.21333945      0.37116517
    -12.44607423      0.20312386      0.36202315
    -12.44207383      0.19309035      0.35254842
    -12.43807343      0.18326093      0.34277856
    -12.43407303      0.17365557      0.33275164
    -12.43007263      0.16429221      0.32250598
    -12.42607223      0.15518672      0.31207984
    -12.42207183      0.14635293      0.30151123
    -12.41807143      0.13780264      0.29083764
    -12.41407103      0.12954569      0.28009583
    -12.41007063      0.12158998      0.26932159
    -12.40607023      0.11394155      0.25854960
    -12.40206983      0.10660468      0.24781318
    -12.39806943      0.09958193      0.23714419
